product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
LASCO S-521-1NL No Lead Hot Stem Fits Kohler 3511,Home Improvement,5,0,0,N,Y,Five Stars,"Good quality, good price on this moderately hard to find valve.",6/22/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Welcom MCX-S Magna Cart Personal 150 Lb Capacity Aluminum Folding Hand Truck,Home Improvement,4,0,0,N,Y,I received one for a gift and it is so ...,I received one for a gift and it is so handy for senior citizens that I ordered one for my friend's birthday.,5/6/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Cree BA19-08027OMF-12DE26-2U100 60W Equivalent 2700K A19 LED Light Bulb,Home Improvement,5,0,0,N,Y,"Great bulbs, omnidirectional light, reliable.","Nice and bright, no warm up time like CFL bulbs. We've used these in the house, an open air porch, and the bathroom - exposed to high humidity and they've all been working well.<br /><br />The best part is that the bulb looks like a typical bulb when in a socket. The light shines in all directions - unlike our earlier LED bulbs that were very directional. Great bulbs, highly recommended.",5/30/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Whirlpool 37001142 Dryer Lint Filter,Home Improvement,4,2,2,N,Y,Clean filter regularly and save energy!,"I bought this to replace my lint filter that had a seal on it and the seal was coming up. Without the seal, it cause lint to get sucked into the venting system. This one didn't have a seal, but it seems to work much better than the old worn out lint trap. It is the replacement model for the one with a seal. I was hesitant that it would not work as well without the seal, but it is doing a much better job than my old worn out lint trap, so what more can I ask for???",10/16/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
JACKYLED DH1691L Carlon Wired Push-Button,Home Improvement,5,0,0,N,Y,Five Stars,Perfect!,12/22/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lg 4681EL1008A Dryer Motor Assembly for Kenmore Elite, Kenmore, Lg",Home Improvement,5,0,0,N,Y,Five Stars,"Fast shipping arrived before the estimated date.<br /><br />Item is as described and was a direct replacement, works well.",2/25/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"4"" Z-Vent 90-degree Elbow",Home Improvement,5,4,5,N,Y,My Takagi tankless water heater recommended this specific piping,"My Takagi tankless water heater recommended this specific piping. It's not particularly cheap, but this with the other recommended pieces (3 total) is really all I needed to properly vent my water heater.<br /><br />Do use this over what you'd find at Lowes/Home Depot. This is dual walled so it won't lava-melt your building.",4/20/2015,0,0,0,0,0,0,0,0,1,1,0,0,0
"Hafele 291.03.420 Retainers, Plastic, Offset, Clear (10)",Home Improvement,5,1,1,N,Y,No more rattling!,These are sturdy and easy to install. So relieved to replace the brittle plastic retainers that we inherited when we boought this house. The new retainers will keep our glass inserts sturdily in place for a long time!,8/13/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Aqua Plumb Y Washing Machine Mixer Hose,Home Improvement,5,2,2,N,N,No leaks!,Well it does what it is supposed to. Not much really to say about it other than that. No leaks!,7/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Softech - Natural Light Smart LED Lamp with Dimmable light (4 Lighting Modes, 5-Level Dimmer, Touch-Sensitive Control Panel, Auto Timer, USB Charging Port, Mobile Device Charger)",Home Improvement,5,0,0,N,Y,Excellent product and fast shipping!,Awesome product. Love it. Easy to install and use. Like it very much the fact it comes with iPhone charger. Very creative thinking!! All good. 5 stars.,11/23/2013,0,0,i,0,0,1,0,0,0,1,0,0,0
Ore International 6866G 3-Way Floor Lamp,Home Improvement,3,2,3,N,N,Someone returned this before,"My brother bought this lamp for me for Christmas and told me he paid 70 dollars for it. It was a beautiful lamp, but when I opened it there was scratched on the bottom,some of the metal parts were broken off and it was flimsy. the wires were taped together, also their was two light bulbs inside, this is how I knew that it had been in someone else's home.",12/31/2013,1,0,0,0,0,0,0,0,0,1,0,0,0
Certified Appliance 4-Wire Dryer Cord,Home Improvement,5,0,0,N,Y,Needed extra length,"We stacked our dryer on top of the washer, but the 6-ft cord was too short to reach the outlet that's close to the floor. Had to buy this one. Arrived right on time, installed easy, worked great, no problems at all in the two months we've had it.",7/21/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Park Madison Lighting PMO-972-20 1 Light Cast Aluminum Outdoor Wall Fixture with Clear Beveled Glass Panels and Bronze Finish, H=8 1/2"" W=4 3/4""",Home Improvement,5,0,0,N,Y,Five Stars,"Looks good, works well",10/7/2014,0,0,0,0,0,1,0,0,0,1,0,0,0
"MAXSA Car Butler Wood Hanger, Keep Jackets & Coats Sharp & Off the Floor. Installs on Removable Headrest Metal Supports, Real Wood & Metal, 20022",Home Improvement,5,0,0,N,Y,Five Stars,As expected perfect,11/5/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
XtremepowerUS 12.5' Extended Multi Fold Purpose Aluminum Ladder 300 lbs,Home Improvement,4,18,19,N,N,Worth buying,"I gave this as a gift for my future step dad. He is 70years old but doesn't let his age slow him down when it comes to fixing things himself. I was worried that he always uses a standard ladder without any one to hold it. But with this product I can feel safer knowing its more sturdy. After stating that I do not recommend buying it from toolprice.com on Amazon. If you were to visit there website and have any questions about the product don't bother calling them, they are not there at all, they don't even have bankers hours. So prepare to email them questions and wait a long time for a response.",5/22/2009,1,0,1,0,0,0,0,0,0,1,0,0,0
Master Lock Ball Keyed Entry Knobset with Keyed Alike Single Cylinder Deadbolt,Home Improvement,4,0,0,N,Y,"Good quality, Ez Install","Product came very fast and was packaged nicely, Instructions were informative, Also comes with adapters you dont need, but might need... I installed this and it took 10 minutes, at first i installed it the wrong way and the door wouldnt stay closed lol, but that was my own trial and error. Im happy with this door knob, decent priced, comes with 2 keys and it looks good. Thanks",6/6/2011,0,0,1,0,0,0,0,0,0,1,0,0,0
"Leviton 15 Amp, Slim Guide Light GFCI, SmartLockPro, Monochromatic, Back and Side Wired, Self-Grounding Clip, Tamper Resistant",Home Improvement,5,0,0,N,Y,Five Stars,Really like the nightlight feature.,1/23/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
Rust-Oleum 2395000 Paint Striping Machine,Home Improvement,5,0,0,N,Y,Works great!,"Works great with the right kind of spray can. It did the job, and it was exactly what we needed.",2/24/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Control Products Intermediate FreezeAlarm Custom Temperature and Power Outage Alarm FA-I-CCA with voice message to up to 3 phone numbers / Quick Status Check,Home Improvement,5,0,0,N,Y,Five Stars,Love this thing!,5/23/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
Houzer 1515-6BS-1 Hospitality Series Topmount Stainless Steel 2-Holes Bar/Prep Sink,Home Improvement,5,0,0,N,Y,Five Stars,good quality,7/8/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge,Home Improvement,3,5,5,N,Y,Loose fit,"The product is just as described. I will saw that it fits loosely into a hole created with a 1-1/2\\"" hole saw. I just put a layer or two of electrical tape around the insert and it snugged up.",3/4/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
General Electric MWF Refrigerator Water Filter,Home Improvement,4,0,0,N,Y,Was just what I needed..thanks,Family member said he can taste the difference in the water after I changed the filter. Was just what I needed..thanks,3/3/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Honeywell THM6000R1002 Red Link Enabled Internet Gateway,Home Improvement,5,0,0,N,Y,Does the job,works as designed. Provides internal intranet for professional (prestige) line of Honeywell devices. Set was fast and easy by logging into Honeywell home connect website.,8/31/2014,0,0,i,0,0,0,0,0,0,1,0,0,0
"Krylon K03150 Glowz Glow-in-the-Dark Paint, Green, 6 ounce",Home Improvement,3,0,0,N,Y,Three Stars,Thanks,8/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulcrum 6 LED Motion Sensor Weatherproof Light,Home Improvement,5,0,0,N,Y,Get creative,Great tool for my outdoor shed. provides enough light for the whole shed and I can find my garden tools easily. Very easy to install,12/13/2013,0,0,i,0,0,1,0,0,0,1,0,0,0
"Moen DN6822BN Sage 24-Inch Bathroom Double Towel Bar, Brushed Nickel",Home Improvement,5,0,1,N,Y,Dave. from Michiga,Very nice towel bar. Looks great and the quality is there. Will buy more. Really love the brushed metal and we need more....,12/18/2013,0,0,0,0,0,1,0,0,0,1,0,0,0
"Halo HU1024D830P LED Under Cabinet Light, 24"" LED Under Cabinet Fixture, Dimmable, 3000K - White",Home Improvement,5,8,8,N,Y,Bright as the sun.,"This was very easy to install, only 2 screws. The LED lights are very bright and outshine my other under cabinet lights. I am thinking of replacing them with the Halo.<br />This is by far the best under cabinet light that I have seen. Now I am thinking of all the other places that I might use it. Not as cheap as some but worth every cent and then some.",6/26/2015,0,0,i,0,0,0,0,0,0,1,0,0,0
Hamilton Beach 04230G True Air Replacement Filter,Home Improvement,5,2,3,N,Y,What a Great Company!!,"We ordered this 3-pack of Replacement Filters, and promptly received the package in our mailbox. Imagine our surprise when a nice letter explained that the 3-packs were out of stock, and rather than delay our shipment, we were being sent the 5-pack at no extra charge. VERY good service - not so common these days.",12/19/2011,0,0,0,0,0,0,0,0,0,0,0,0,0
Danze Melrose Single-Handle Kitchen Faucet with Classic Pull-Out Spout,Home Improvement,4,0,0,N,Y,Nice faucet,This faucet is nice. It has a low profile that I was looking for. It has good pressure for both the spray and the regular flow. There are a few minor things. 1. The spray handle doesn't always fit snuggly back into the housing after being pulled out and 2. it drips a little right after using so I try to remember to wipe the nozzle to stop it from dripping down the handle to the granite. We did not use the plate; installed directly on top of granite for a really clean look.,7/8/2013,0,0,i,0,0,1,0,0,0,1,0,0,0
Detachable High Pressure Handheld Shower Head - With Water Saving Ionic Filtration Showerhead for Dry Skin and Hair,Home Improvement,5,0,0,N,Y,Nice,"This was easy to install. Screw it on and go. Fit the standard flex line tubing. I like the filtration feature, but was really looking for a decent shower head with good pressure. I prefer a really powerful shower, and though not super strong, this does better than any other I have tried, and for the price, can't beat it.",2/5/2015,0,0,i,0,0,0,0,0,0,1,0,0,0
Patio Living Concepts 50-lb. Molded Resin Patio Umbrella Base,Home Improvement,1,1,2,N,Y,You owe me a new umbrella!,"I filled this with water so I could drain it in the fall for easy storage. I put in under my table, umbrella in place, left the house for a few hours and came home to my table flipped upside down, umbrella that I just purchased was broken, and all of the water was drained out. It does not hold water as it says it does. It leaks and has cost me more money to replace the umbrella. Not to mention my table getting scratched up while sliding across the concrete. Piece of junk to say the least. Yes, I put the plug in nice and tight, and it leaks if I just pick it up.",7/28/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"SUNWORLD 4-pieces: Energy Efficient 6 LED Light Bulbs, 15w Incandescent , 35,000 Hr Life Span",Home Improvement,5,0,0,N,Y,I like these only for refrigerators and garage and anywhere else ...,I like these only for refrigerators and garage and anywhere else you need a bright stark light. Not good for reading or any mood lighting effect,4/14/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
EasyAccÂ® DoorBell Portable Plug-in Wireless Water-Resistant Door Chime and Push Button with LED Indicator â€“White,Home Improvement,5,1,1,N,Y,Five Stars,Very loud and easy to set up.,5/15/2015,0,0,i,0,0,0,0,0,0,1,0,0,0
"33ft/100 LED Solar Starry Solar String Lights Warm White LED's on a Flexible Copper Wire with Solar Panel - Your Easy Way to Create ""Instant Atmosphere"" Anywhere. Recreate the Casual, Inviting Ambience of the Wine Country in just Minutes",Home Improvement,5,0,0,N,Y,Lovely light,A nice pretty glow and the lights are so tiny that they go unnoticed during the day. The copper wire is pretty too and makes the string of lights easy to place.,6/22/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
Affresh W10549845 Washer Cleaner,Home Improvement,5,0,0,N,Y,Whirlpool Affresh,These work great. I have tried others and always come back to Affresh. We use once a month to maintain a fresh washer.,12/15/2013,0,0,0,0,0,1,0,0,0,1,0,0,0
Whirlpool 4396701P Quarter-Turn Top Mount Refrigerator Water Filter 2-Pack,Home Improvement,4,0,0,N,Y,Good Filter,"I am not really sure what refrigerator filters are so expensive, especially when they are mass produced. This one works well and is the least cost of any we have used so far. We will continue to purchase them.",4/25/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Gorilla Super Glue,Home Improvement,5,0,1,N,Y,Quality Product...,A high-quality product delivered promptly.,12/16/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"PEAK PRODUCTS AMERICA 1645 Galvanized Pipe Strainer, 3 x 4""",Home Improvement,4,0,0,N,Y,Worked for what I was using it for.. ...,Worked for what I was using it for... I could have used a strong gauge wire... but it got the job done.,11/26/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Brightech - SKY Elite LED Torchiere Floor Lamp - Dimmable Super Bright 20-Watt LED - Warm White Color,Home Improvement,4,1,1,N,Y,"Easy assembly, nice light","Easy assembly, nice light. Only issue is that it does not turn on with the light switch - even if the light is on when the switch is turned off you still need to use the touch pad to get it to go on again.",7/14/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
Under Cabinet LED Lighting 21 LED 3 Panel Deluxe Kit pack-parent,Home Improvement,5,1,1,N,Y,Very easy,"I just finished installing this into an unlighted cabinet-- a great deal of fun watching things light up, cabinet and kids. It took all of 10 minutes to install (most of the time spent emptying and restocking the cabinet). The wire clips, LED's etc all have adhesive backings that make installation a snap. A butter knife easily detached misplace light strips, but for those with picky spouses, you may wish to tack them up with a touch of putty before setting. I do recommend the dimmer (LED 4-Position Dimmer Switch) which makes selecting the right amount of light easy. Everything is plug and play. I also bought a pack of &#34;PilotLights Adhesive Wire Clip for cable management, cable organizer&#34; which gave me enough sticky clips to make the wiring manageable and look professional. The pack comes with three 3' connector cables, which I found just about right for a 34&#34; wide display cabinet. So far so good. Highly recommended.",3/15/2014,0,0,i,0,0,0,0,0,0,1,0,0,0
